locus_tag	ftype	length_bp	gene	EC_number	COG	product
Brevi_341_13.fa_00001	CDS	402	ctaF	1.9.3.1		Cytochrome c oxidase polypeptide 4
Brevi_341_13.fa_00002	CDS	1698	ctaD	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
Brevi_341_13.fa_00003	CDS	873	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
Brevi_341_13.fa_00004	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
Brevi_341_13.fa_00005	CDS	354			COG0316	Protein
Brevi_341_13.fa_00006	CDS	1374	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
Brevi_341_13.fa_00007	CDS	615				putative protein
Brevi_341_13.fa_00008	CDS	1113	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
Brevi_341_13.fa_00009	CDS	1491	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
Brevi_341_13.fa_00010	CDS	1389	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
Brevi_341_13.fa_00011	CDS	1866	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
Brevi_341_13.fa_00012	CDS	1524				hypothetical protein
Brevi_341_13.fa_00013	CDS	639	lipB	2.3.1.181	COG0321	Octanoyltransferase
Brevi_341_13.fa_00014	CDS	1053	lipA	2.8.1.8	COG0320	Lipoyl synthase
Brevi_341_13.fa_00015	CDS	732				putative protein
Brevi_341_13.fa_00016	CDS	297				hypothetical protein
Brevi_341_13.fa_00017	CDS	1425	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
Brevi_341_13.fa_00018	CDS	1470	mtr	1.8.1.15	COG1249	Mycothione reductase
Brevi_341_13.fa_00019	CDS	3042	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
Brevi_341_13.fa_00020	CDS	1359	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
Brevi_341_13.fa_00021	CDS	204				hypothetical protein
Brevi_341_13.fa_00022	CDS	1119	ald	1.4.1.1	COG0686	Alanine dehydrogenase
Brevi_341_13.fa_00023	CDS	726	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
Brevi_341_13.fa_00024	CDS	909	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 2
Brevi_341_13.fa_00025	CDS	834	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
Brevi_341_13.fa_00026	CDS	666				hypothetical protein
Brevi_341_13.fa_00027	CDS	798				hypothetical protein
Brevi_341_13.fa_00028	CDS	729				hypothetical protein
Brevi_341_13.fa_00029	CDS	834			COG0327	GTP cyclohydrolase 1 type 2 
Brevi_341_13.fa_00030	CDS	1542	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
Brevi_341_13.fa_00031	CDS	1056	bioB_1	2.8.1.6		Biotin synthase
Brevi_341_13.fa_00032	CDS	1404	rutG		COG2233	Putative pyrimidine permease RutG
Brevi_341_13.fa_00033	CDS	762				hypothetical protein
Brevi_341_13.fa_00034	CDS	546	yceI		COG2353	Protein YceI
Brevi_341_13.fa_00035	CDS	588				hypothetical protein
Brevi_341_13.fa_00036	CDS	525				hypothetical protein
Brevi_341_13.fa_00037	CDS	417				hypothetical protein
Brevi_341_13.fa_00038	CDS	1296				hypothetical protein
Brevi_341_13.fa_00039	CDS	714			COG1136	putative ABC transporter ATP-binding protein
Brevi_341_13.fa_00040	CDS	1002				hypothetical protein
Brevi_341_13.fa_00041	CDS	102				hypothetical protein
Brevi_341_13.fa_00042	tRNA	75				tRNA-Val(tac)
Brevi_341_13.fa_00043	CDS	492	tetR_1			Tetracycline repressor protein class A from transposon 1721
Brevi_341_13.fa_00044	tRNA	77				tRNA-Pro(cgg)
Brevi_341_13.fa_00045	CDS	345				hypothetical protein
Brevi_341_13.fa_00046	CDS	600				hypothetical protein
Brevi_341_13.fa_00047	CDS	429				hypothetical protein
Brevi_341_13.fa_00048	CDS	477	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
Brevi_341_13.fa_00049	CDS	1221	mgl_1	4.4.1.11	COG0626	L-methionine gamma-lyase
Brevi_341_13.fa_00050	CDS	735	tipA_1			HTH-type transcriptional activator TipA
Brevi_341_13.fa_00051	CDS	405			COG0537	putative HIT-like protein
Brevi_341_13.fa_00052	CDS	471	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
Brevi_341_13.fa_00053	CDS	444				putative protein
Brevi_341_13.fa_00054	CDS	2763	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
Brevi_341_13.fa_00055	CDS	1200			COG2508	putative protein
Brevi_341_13.fa_00056	CDS	906	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
Brevi_341_13.fa_00057	CDS	1002	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
Brevi_341_13.fa_00058	CDS	252	acpP			Acyl carrier protein
Brevi_341_13.fa_00059	CDS	1245	fabF_1	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
Brevi_341_13.fa_00060	CDS	498				hypothetical protein
Brevi_341_13.fa_00061	CDS	531				hypothetical protein
Brevi_341_13.fa_00062	CDS	501		2.3.1.-	COG0454	putative N-acetyltransferase
Brevi_341_13.fa_00063	tRNA	77				tRNA-Met(cat)
Brevi_341_13.fa_00064	CDS	1302				hypothetical protein
Brevi_341_13.fa_00065	CDS	1479	stp_1			Multidrug resistance protein Stp
Brevi_341_13.fa_00066	CDS	1053	luxA_1	1.14.14.3		Alkanal monooxygenase alpha chain
Brevi_341_13.fa_00067	tRNA	74				tRNA-Asn(gtt)
Brevi_341_13.fa_00068	CDS	912				hypothetical protein
Brevi_341_13.fa_00069	CDS	1062		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
Brevi_341_13.fa_00070	CDS	930	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
Brevi_341_13.fa_00071	CDS	318				hypothetical protein
Brevi_341_13.fa_00072	CDS	843	artQ_1		COG0765	Arginine transport system permease protein ArtQ
Brevi_341_13.fa_00073	CDS	663	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
Brevi_341_13.fa_00074	CDS	900	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
Brevi_341_13.fa_00075	CDS	750	glnQ_1			Glutamine transport ATP-binding protein GlnQ
Brevi_341_13.fa_00076	CDS	1695	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
Brevi_341_13.fa_00077	CDS	1677	modC	3.6.3.29	COG1118	Molybdenum import ATP-binding protein ModC
Brevi_341_13.fa_00078	CDS	759	modA		COG0725	Molybdate-binding protein ModA
Brevi_341_13.fa_00079	CDS	402				hypothetical protein
Brevi_341_13.fa_00080	CDS	423	moaE2_1	2.-.-.-	COG0314	Molybdopterin synthase catalytic subunit 2
Brevi_341_13.fa_00081	CDS	471	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
Brevi_341_13.fa_00082	CDS	1266	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
Brevi_341_13.fa_00083	CDS	1089	moaA	4.1.99.22		GTP 3',8-cyclase
Brevi_341_13.fa_00084	CDS	246				hypothetical protein
Brevi_341_13.fa_00085	CDS	1116	moeZ_1		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
Brevi_341_13.fa_00086	CDS	1182	moaE2_2	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 2
Brevi_341_13.fa_00087	CDS	849				hypothetical protein
Brevi_341_13.fa_00088	CDS	1470	dtpT		COG3104	Di-/tripeptide transporter
Brevi_341_13.fa_00089	CDS	1263				hypothetical protein
Brevi_341_13.fa_00090	CDS	414				hypothetical protein
Brevi_341_13.fa_00091	CDS	234				hypothetical protein
Brevi_341_13.fa_00092	CDS	870	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Brevi_341_13.fa_00093	CDS	900			COG0589	Universal stress protein
Brevi_341_13.fa_00094	CDS	90				hypothetical protein
Brevi_341_13.fa_00095	tRNA	75				tRNA-Ala(ggc)
