FT   variation       288
FT                   /colour=4
FT                   /gene=group_3092
FT                   /taxa="SEQ_908_10"
FT   variation       553
FT                   /colour=4
FT                   /gene=group_3391
FT                   /taxa="SEQ_962_6"
FT   variation       959
FT                   /colour=10
FT                   /gene=group_60
FT                   /taxa="SEQ_738_7 SEQ_862_5 SEQ_900_4 SEQ_947_12 SEQ_962_6 SEQ_BC9"
FT   variation       315
FT                   /colour=4
FT                   /gene=group_2816
FT                   /taxa="SEQ_900_4"
FT   variation       601
FT                   /colour=4
FT                   /gene=group_96
FT                   /taxa="SEQ_738_7"
FT   variation       1386
FT                   /colour=7
FT                   /gene=group_2645
FT                   /taxa="SEQ_862_5 SEQ_876_5 SEQ_908_10 SEQ_947_12 SEQ_962_6"
FT   variation       753
FT                   /colour=10
FT                   /gene=dnaC_1
FT                   /taxa="SEQ_738_7 SEQ_862_5 SEQ_876_5 SEQ_947_12 SEQ_962_6 SEQ_BC9"
FT   variation       1844
FT                   /colour=15
FT                   /gene=yfmJ_2
FT                   /taxa="SEQ_341_10 SEQ_738_7 SEQ_862_5 SEQ_876_5 SEQ_900_4 SEQ_908_10 SEQ_947_12 SEQ_962_6"
FT   variation       2194
FT                   /colour=15
FT                   /gene=lyrA
FT                   /taxa="SEQ_341_10 SEQ_738_7 SEQ_862_5 SEQ_876_5 SEQ_900_4 SEQ_908_10 SEQ_947_12 SEQ_962_6"
FT   variation       1418
FT                   /colour=4
FT                   /gene=group_3122
FT                   /taxa="SEQ_908_10"
FT   variation       2454
FT                   /colour=4
FT                   /gene=group_4029
FT                   /taxa="SEQ_BC9"
FT   variation       377
FT                   /colour=4
FT                   /gene=group_3983
FT                   /taxa="SEQ_BC9"
FT   variation       1543
FT                   /colour=4
FT                   /gene=group_2714
FT                   /taxa="SEQ_876_5"
FT   variation       2166
FT                   /colour=15
FT                   /gene=cca
FT                   /taxa="SEQ_341_10 SEQ_738_7 SEQ_862_5 SEQ_876_5 SEQ_900_4 SEQ_908_10 SEQ_947_12 SEQ_962_6"
FT   variation       343
FT                   /colour=4
FT                   /gene=group_2753
FT                   /taxa="SEQ_876_5"
FT   variation       2905
FT                   /colour=4
FT                   /gene=group_2117
FT                   /taxa="SEQ_738_7"
FT   variation       2894
FT                   /colour=4
FT                   /gene=group_2106
FT                   /taxa="SEQ_738_7"
FT   variation       2570
FT                   /colour=4
FT                   /gene=group_4072
FT                   /taxa="SEQ_BC9"
FT   variation       784
FT                   /colour=7
FT                   /gene=group_1255
FT                   /taxa="SEQ_738_7 SEQ_862_5 SEQ_876_5 SEQ_947_12 SEQ_962_6"
FT   variation       2346
FT                   /colour=4
FT                   /gene=group_3587
FT                   /taxa="SEQ_BC9"
FT   variation       888
FT                   /colour=8
FT                   /gene=group_33
FT                   /taxa="SEQ_341_10 SEQ_908_10 SEQ_BC9"
FT   variation       1726
FT                   /colour=15
FT                   /gene=ywnA
FT                   /taxa="SEQ_341_10 SEQ_738_7 SEQ_862_5 SEQ_876_5 SEQ_900_4 SEQ_908_10 SEQ_947_12 SEQ_962_6"
FT   variation       2988
FT                   /colour=4
FT                   /gene=group_2930
FT                   /taxa="SEQ_900_4"
FT   variation       22
FT                   /colour=4
FT                   /gene=group_2268
FT                   /taxa="SEQ_738_7"
FT   variation       1264
FT                   /colour=7
FT                   /gene=group_1324
FT                   /taxa="SEQ_738_7 SEQ_862_5 SEQ_900_4 SEQ_908_10 SEQ_947_12"
FT   variation       944
FT                   /colour=4
FT                   /gene=group_2956
FT                   /taxa="SEQ_900_4"
FT   variation       3230
FT                   /colour=4
FT                   /gene=group_2635
FT                   /taxa="SEQ_862_5"
FT   variation       2405
FT                   /colour=4
FT                   /gene=group_3542
FT                   /taxa="SEQ_BC9"
FT   variation       1988
FT                   /colour=9
FT                   /gene=group_1358
FT                   /taxa="SEQ_900_4 SEQ_BC9"
FT   variation       1209
FT                   /colour=8
FT                   /gene=hin_2
FT                   /taxa="SEQ_876_5 SEQ_908_10 SEQ_962_6"
FT   variation       1546
FT                   /colour=4
FT                   /gene=epsD
FT                   /taxa="SEQ_876_5"
FT   variation       3047
FT                   /colour=4
FT                   /gene=group_2921
FT                   /taxa="SEQ_900_4"
FT   variation       2342
FT                   /colour=4
FT                   /gene=group_4092
FT                   /taxa="SEQ_BC9"
FT   variation       1989
FT                   /colour=15
FT                   /gene=group_860
FT                   /taxa="SEQ_341_10 SEQ_738_7 SEQ_862_5 SEQ_876_5 SEQ_900_4 SEQ_908_10 SEQ_947_12 SEQ_962_6"
FT   variation       2117
FT                   /colour=15
FT                   /gene=group_1729
FT                   /taxa="SEQ_341_10 SEQ_738_7 SEQ_862_5 SEQ_876_5 SEQ_900_4 SEQ_908_10 SEQ_947_12 SEQ_962_6"
FT   variation       2728
FT                   /colour=4
FT                   /gene=group_2074
FT                   /taxa="SEQ_738_7"
FT   variation       2417
FT                   /colour=4
FT                   /gene=group_4110
FT                   /taxa="SEQ_BC9"
FT   variation       2867
FT                   /colour=4
FT                   /gene=group_2774
FT                   /taxa="SEQ_900_4"
FT   variation       511
FT                   /colour=4
FT                   /gene=group_2498
FT                   /taxa="SEQ_862_5"
FT   variation       257
FT                   /colour=16
FT                   /gene=group_382
FT                   /taxa="SEQ_738_7 SEQ_862_5 SEQ_876_5 SEQ_908_10 SEQ_947_12 SEQ_962_6 SEQ_BC9"
FT   variation       2015
FT                   /colour=8
FT                   /gene=group_267
FT                   /taxa="SEQ_341_10 SEQ_900_4 SEQ_908_10"
FT   variation       120
FT                   /colour=4
FT                   /gene=group_2131
FT                   /taxa="SEQ_738_7"
FT   variation       2061
FT                   /colour=15
FT                   /gene=ccpA_3
