locus_tag	ftype	length_bp	gene	EC_number	COG	product
Brevi_738_8.fa_00001	CDS	135				hypothetical protein
Brevi_738_8.fa_00002	CDS	936				hypothetical protein
Brevi_738_8.fa_00003	CDS	261				hypothetical protein
Brevi_738_8.fa_00004	CDS	333				hypothetical protein
Brevi_738_8.fa_00005	CDS	333				hypothetical protein
Brevi_738_8.fa_00006	CDS	162				hypothetical protein
Brevi_738_8.fa_00007	CDS	255				hypothetical protein
Brevi_738_8.fa_00008	CDS	111				hypothetical protein
Brevi_738_8.fa_00009	CDS	279				hypothetical protein
Brevi_738_8.fa_00010	CDS	234				hypothetical protein
Brevi_738_8.fa_00011	CDS	753				hypothetical protein
Brevi_738_8.fa_00012	CDS	417	smc_1			Chromosome partition protein Smc
Brevi_738_8.fa_00013	CDS	135				hypothetical protein
Brevi_738_8.fa_00014	CDS	933				hypothetical protein
Brevi_738_8.fa_00015	CDS	255				hypothetical protein
Brevi_738_8.fa_00016	CDS	333				hypothetical protein
Brevi_738_8.fa_00017	CDS	591				hypothetical protein
Brevi_738_8.fa_00018	CDS	342				hypothetical protein
Brevi_738_8.fa_00019	CDS	321				hypothetical protein
Brevi_738_8.fa_00020	CDS	213				hypothetical protein
Brevi_738_8.fa_00021	CDS	327				hypothetical protein
Brevi_738_8.fa_00022	CDS	258				hypothetical protein
Brevi_738_8.fa_00023	CDS	321				hypothetical protein
Brevi_738_8.fa_00024	CDS	225				hypothetical protein
Brevi_738_8.fa_00025	CDS	915				hypothetical protein
Brevi_738_8.fa_00026	CDS	636				hypothetical protein
Brevi_738_8.fa_00027	CDS	429	smc_2			Chromosome partition protein Smc
Brevi_738_8.fa_00028	CDS	606				hypothetical protein
Brevi_738_8.fa_00029	tRNA	75				tRNA-Ala(ggc)
Brevi_738_8.fa_00030	CDS	90				hypothetical protein
Brevi_738_8.fa_00031	CDS	900			COG0589	Universal stress protein
Brevi_738_8.fa_00032	CDS	870	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Brevi_738_8.fa_00033	CDS	234				hypothetical protein
Brevi_738_8.fa_00034	CDS	414				hypothetical protein
Brevi_738_8.fa_00035	CDS	1263				hypothetical protein
Brevi_738_8.fa_00036	CDS	1470	dtpT		COG3104	Di-/tripeptide transporter
Brevi_738_8.fa_00037	CDS	849				hypothetical protein
Brevi_738_8.fa_00038	CDS	1182	moaE2_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 2
Brevi_738_8.fa_00039	CDS	1116	moeZ_1		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
Brevi_738_8.fa_00040	CDS	246				hypothetical protein
Brevi_738_8.fa_00041	CDS	1089	moaA	4.1.99.22		GTP 3',8-cyclase
Brevi_738_8.fa_00042	CDS	1266	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
Brevi_738_8.fa_00043	CDS	471	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
Brevi_738_8.fa_00044	CDS	423	moaE2_2	2.-.-.-	COG0314	Molybdopterin synthase catalytic subunit 2
Brevi_738_8.fa_00045	CDS	402				hypothetical protein
Brevi_738_8.fa_00046	CDS	759	modA		COG0725	Molybdate-binding protein ModA
Brevi_738_8.fa_00047	CDS	1677	modC	3.6.3.29	COG1118	Molybdenum import ATP-binding protein ModC
Brevi_738_8.fa_00048	CDS	1695	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
Brevi_738_8.fa_00049	CDS	750	glnQ_1			Glutamine transport ATP-binding protein GlnQ
Brevi_738_8.fa_00050	CDS	900	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
Brevi_738_8.fa_00051	CDS	663	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
Brevi_738_8.fa_00052	CDS	843	artQ_1		COG0765	Arginine transport system permease protein ArtQ
Brevi_738_8.fa_00053	CDS	318				hypothetical protein
Brevi_738_8.fa_00054	CDS	930	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
Brevi_738_8.fa_00055	CDS	1062		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
Brevi_738_8.fa_00056	CDS	912				hypothetical protein
Brevi_738_8.fa_00057	tRNA	74				tRNA-Asn(gtt)
Brevi_738_8.fa_00058	CDS	252				hypothetical protein
Brevi_738_8.fa_00059	CDS	231				hypothetical protein
Brevi_738_8.fa_00060	CDS	474				hypothetical protein
Brevi_738_8.fa_00061	CDS	408				hypothetical protein
Brevi_738_8.fa_00062	CDS	471				hypothetical protein
Brevi_738_8.fa_00063	CDS	906				hypothetical protein
Brevi_738_8.fa_00064	CDS	591				hypothetical protein
Brevi_738_8.fa_00065	CDS	1413				hypothetical protein
Brevi_738_8.fa_00066	CDS	339				hypothetical protein
Brevi_738_8.fa_00067	CDS	249				hypothetical protein
Brevi_738_8.fa_00068	CDS	213				hypothetical protein
Brevi_738_8.fa_00069	CDS	1437				hypothetical protein
Brevi_738_8.fa_00070	CDS	810				hypothetical protein
Brevi_738_8.fa_00071	CDS	1479	stp			Multidrug resistance protein Stp
Brevi_738_8.fa_00072	CDS	1302				hypothetical protein
Brevi_738_8.fa_00073	tRNA	77				tRNA-Met(cat)
Brevi_738_8.fa_00074	CDS	501		2.3.1.-	COG0454	putative N-acetyltransferase
Brevi_738_8.fa_00075	CDS	492				hypothetical protein
Brevi_738_8.fa_00076	CDS	498				hypothetical protein
Brevi_738_8.fa_00077	CDS	1245	fabF_1	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
Brevi_738_8.fa_00078	CDS	252	acpP			Acyl carrier protein
Brevi_738_8.fa_00079	CDS	1002	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
Brevi_738_8.fa_00080	CDS	906	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
Brevi_738_8.fa_00081	CDS	1200			COG2508	putative protein
Brevi_738_8.fa_00082	CDS	2763	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
Brevi_738_8.fa_00083	CDS	444				putative protein
Brevi_738_8.fa_00084	CDS	471	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
Brevi_738_8.fa_00085	CDS	405			COG0537	putative HIT-like protein
Brevi_738_8.fa_00086	CDS	735	tipA_1			HTH-type transcriptional activator TipA
Brevi_738_8.fa_00087	CDS	1221	mgl_1	4.4.1.11	COG0626	L-methionine gamma-lyase
Brevi_738_8.fa_00088	CDS	477	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
Brevi_738_8.fa_00089	CDS	429				hypothetical protein
Brevi_738_8.fa_00090	CDS	600				hypothetical protein
Brevi_738_8.fa_00091	CDS	345				hypothetical protein
Brevi_738_8.fa_00092	tRNA	77				tRNA-Pro(cgg)
Brevi_738_8.fa_00093	CDS	492	tetR_1			Tetracycline repressor protein class A from transposon 1721
Brevi_738_8.fa_00094	tRNA	75				tRNA-Val(tac)
Brevi_738_8.fa_00095	CDS	237				hypothetical protein
Brevi_738_8.fa_00096	CDS	102				hypothetical protein
Brevi_738_8.fa_00097	CDS	1002				hypothetical protein
Brevi_738_8.fa_00098	CDS	714			COG1136	putative ABC transporter ATP-binding protein
Brevi_738_8.fa_00099	CDS	1296				hypothetical protein
Brevi_738_8.fa_00100	CDS	417				hypothetical protein
Brevi_738_8.fa_00101	CDS	525				hypothetical protein
Brevi_738_8.fa_00102	CDS	588				hypothetical protein
Brevi_738_8.fa_00103	CDS	564				hypothetical protein
Brevi_738_8.fa_00104	CDS	1812				hypothetical protein
Brevi_738_8.fa_00105	CDS	1413	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
Brevi_738_8.fa_00106	CDS	426			COG0662	Oxalate-binding protein
Brevi_738_8.fa_00107	CDS	2001	cadA_1	3.6.3.3		Cadmium-transporting ATPase
Brevi_738_8.fa_00108	CDS	264	copZ_1			Copper chaperone CopZ
Brevi_738_8.fa_00109	CDS	669	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
Brevi_738_8.fa_00110	CDS	465				putative protein
Brevi_738_8.fa_00111	CDS	909				Universal stress protein
