locus_tag	ftype	length_bp	gene	EC_number	COG	product
LDOPIMGM_00001	CDS	459				hypothetical protein
LDOPIMGM_00002	CDS	1050	lcpA_1		COG1316	Cell wall biosynthesis protein LcpA
LDOPIMGM_00003	CDS	1239				hypothetical protein
LDOPIMGM_00004	CDS	210				hypothetical protein
LDOPIMGM_00005	CDS	576				hypothetical protein
LDOPIMGM_00006	CDS	1710	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
LDOPIMGM_00007	CDS	1209	rarA		COG2256	Replication-associated recombination protein A
LDOPIMGM_00008	CDS	1263				hypothetical protein
LDOPIMGM_00009	CDS	672				hypothetical protein
LDOPIMGM_00010	CDS	639	mcrA	1.5.3.-		Mitomycin radical oxidase
LDOPIMGM_00011	CDS	201				hypothetical protein
LDOPIMGM_00012	CDS	276				hypothetical protein
LDOPIMGM_00013	CDS	1782	sdhA_1	1.3.5.-	COG1053	8-methylmenaquinol:fumarate reductase flavoprotein subunit
LDOPIMGM_00014	CDS	960	gltC_1			HTH-type transcriptional regulator GltC
LDOPIMGM_00015	CDS	852				hypothetical protein
LDOPIMGM_00016	CDS	984	limB_1	1.14.13.107		Limonene 1,2-monooxygenase
LDOPIMGM_00017	CDS	426			COG1846	putative HTH-type transcriptional regulator
LDOPIMGM_00018	CDS	1392	emrY			putative multidrug resistance protein EmrY
LDOPIMGM_00019	CDS	648	copC			Copper resistance protein C
LDOPIMGM_00020	CDS	516	ptpA	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
LDOPIMGM_00021	CDS	1947	pepO	3.4.24.-	COG3590	Neutral endopeptidase
LDOPIMGM_00022	CDS	1515				hypothetical protein
LDOPIMGM_00023	CDS	1362	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
LDOPIMGM_00024	CDS	1839	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
LDOPIMGM_00025	CDS	993				hypothetical protein
LDOPIMGM_00026	CDS	2223	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
LDOPIMGM_00027	CDS	771		3.1.1.92		4-sulfomuconolactone hydrolase
LDOPIMGM_00028	CDS	1731				hypothetical protein
LDOPIMGM_00029	CDS	2259				hypothetical protein
LDOPIMGM_00030	CDS	393				hypothetical protein
LDOPIMGM_00031	CDS	894				hypothetical protein
LDOPIMGM_00032	CDS	816	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
LDOPIMGM_00033	CDS	1494	alsT_1		COG1115	Amino-acid carrier protein AlsT
LDOPIMGM_00034	CDS	300				hypothetical protein
LDOPIMGM_00035	CDS	129				hypothetical protein
LDOPIMGM_00036	CDS	474				hypothetical protein
LDOPIMGM_00037	CDS	393	ectC	4.2.1.108		L-ectoine synthase
LDOPIMGM_00038	CDS	1299	ectB	2.6.1.76		Diaminobutyrate--2-oxoglutarate transaminase
LDOPIMGM_00039	CDS	441	ectA	2.3.1.178		L-2,4-diaminobutyric acid acetyltransferase
