locus_tag	ftype	length_bp	gene	EC_number	COG	product
IOFEINNK_00001	CDS	648				hypothetical protein
IOFEINNK_00002	CDS	642				hypothetical protein
IOFEINNK_00003	CDS	420				hypothetical protein
IOFEINNK_00004	CDS	639				hypothetical protein
IOFEINNK_00005	CDS	768	cueR		COG0789	HTH-type transcriptional regulator CueR
IOFEINNK_00006	CDS	405				hypothetical protein
IOFEINNK_00007	CDS	171				hypothetical protein
IOFEINNK_00008	CDS	603				hypothetical protein
IOFEINNK_00009	CDS	3039				hypothetical protein
IOFEINNK_00010	CDS	675	rspR_1		COG1802	HTH-type transcriptional repressor RspR
IOFEINNK_00011	CDS	1587	abgT_1		COG2978	p-aminobenzoyl-glutamate transport protein
IOFEINNK_00012	CDS	1080	odh	1.5.1.28		Opine dehydrogenase
IOFEINNK_00013	CDS	747			COG3324	Putative glyoxylase CFP32
IOFEINNK_00014	CDS	333				hypothetical protein
IOFEINNK_00015	CDS	330				hypothetical protein
IOFEINNK_00016	CDS	324				hypothetical protein
IOFEINNK_00017	CDS	1041				hypothetical protein
IOFEINNK_00018	CDS	618				hypothetical protein
IOFEINNK_00019	CDS	1035	adhA_1	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
IOFEINNK_00020	CDS	588				HTH-type transcriptional repressor
IOFEINNK_00021	CDS	1026	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
IOFEINNK_00022	CDS	810	budC_1	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
IOFEINNK_00023	CDS	1332	proP_1			Proline/betaine transporter
IOFEINNK_00024	CDS	1548	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
IOFEINNK_00025	CDS	1581			COG1292	putative glycine betaine transporter
IOFEINNK_00026	CDS	1440	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
IOFEINNK_00027	CDS	549				hypothetical protein
IOFEINNK_00028	CDS	693				hypothetical protein
IOFEINNK_00029	CDS	240				hypothetical protein
IOFEINNK_00030	CDS	3000	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
IOFEINNK_00031	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
IOFEINNK_00032	CDS	1332				hypothetical protein
IOFEINNK_00033	CDS	840				hypothetical protein
IOFEINNK_00034	CDS	1611				hypothetical protein
IOFEINNK_00035	CDS	771				Insertion sequence IS5376 putative ATP-binding protein
IOFEINNK_00036	CDS	1491				hypothetical protein
IOFEINNK_00037	CDS	1197	mct	5.4.1.3	COG1804	2-methylfumaryl-CoA isomerase
IOFEINNK_00038	CDS	870	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
IOFEINNK_00039	CDS	1179	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
IOFEINNK_00040	CDS	1149	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
IOFEINNK_00041	CDS	1713	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
IOFEINNK_00042	CDS	1188	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
IOFEINNK_00043	CDS	681	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
IOFEINNK_00044	CDS	1044	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
IOFEINNK_00045	CDS	585	dctQ		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
IOFEINNK_00046	CDS	1287	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
IOFEINNK_00047	CDS	522	adhR		COG0789	HTH-type transcriptional regulator AdhR
IOFEINNK_00048	CDS	1026	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
IOFEINNK_00049	CDS	1035				hypothetical protein
IOFEINNK_00050	CDS	1182			COG1680	putative protein
IOFEINNK_00051	CDS	960	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
