locus_tag	ftype	length_bp	gene	EC_number	COG	product
MCCDGJGB_00001	CDS	135				hypothetical protein
MCCDGJGB_00002	CDS	936				hypothetical protein
MCCDGJGB_00003	CDS	261				hypothetical protein
MCCDGJGB_00004	CDS	333				hypothetical protein
MCCDGJGB_00005	CDS	333				hypothetical protein
MCCDGJGB_00006	CDS	162				hypothetical protein
MCCDGJGB_00007	CDS	255				hypothetical protein
MCCDGJGB_00008	CDS	111				hypothetical protein
MCCDGJGB_00009	CDS	279				hypothetical protein
MCCDGJGB_00010	CDS	234				hypothetical protein
MCCDGJGB_00011	CDS	753				hypothetical protein
MCCDGJGB_00012	CDS	417	smc_1			Chromosome partition protein Smc
MCCDGJGB_00013	CDS	135				hypothetical protein
MCCDGJGB_00014	CDS	933				hypothetical protein
MCCDGJGB_00015	CDS	255				hypothetical protein
MCCDGJGB_00016	CDS	333				hypothetical protein
MCCDGJGB_00017	CDS	591				hypothetical protein
MCCDGJGB_00018	CDS	342				hypothetical protein
MCCDGJGB_00019	CDS	321				hypothetical protein
MCCDGJGB_00020	CDS	213				hypothetical protein
MCCDGJGB_00021	CDS	327				hypothetical protein
MCCDGJGB_00022	CDS	258				hypothetical protein
MCCDGJGB_00023	CDS	321				hypothetical protein
MCCDGJGB_00024	CDS	225				hypothetical protein
MCCDGJGB_00025	CDS	915				hypothetical protein
MCCDGJGB_00026	CDS	636				hypothetical protein
MCCDGJGB_00027	CDS	429	smc_2			Chromosome partition protein Smc
MCCDGJGB_00028	CDS	606				hypothetical protein
MCCDGJGB_00029	tRNA	75				tRNA-Ala(ggc)
MCCDGJGB_00030	CDS	90				hypothetical protein
MCCDGJGB_00031	CDS	900			COG0589	Universal stress protein
MCCDGJGB_00032	CDS	870	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MCCDGJGB_00033	CDS	234				hypothetical protein
MCCDGJGB_00034	CDS	414				hypothetical protein
MCCDGJGB_00035	CDS	1263				hypothetical protein
MCCDGJGB_00036	CDS	1470	dtpT		COG3104	Di-/tripeptide transporter
MCCDGJGB_00037	CDS	849				hypothetical protein
MCCDGJGB_00038	CDS	1182	moaE2_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 2
MCCDGJGB_00039	CDS	1116	moeZ_1		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
MCCDGJGB_00040	CDS	246				hypothetical protein
MCCDGJGB_00041	CDS	1089	moaA	4.1.99.22		GTP 3',8-cyclase
