locus_tag	ftype	length_bp	gene	EC_number	COG	product
AGEJDLBK_00001	CDS	402	ctaF	1.9.3.1		Cytochrome c oxidase polypeptide 4
AGEJDLBK_00002	CDS	1698	ctaD	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
AGEJDLBK_00003	CDS	873	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
AGEJDLBK_00004	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
AGEJDLBK_00005	CDS	354			COG0316	Protein
AGEJDLBK_00006	CDS	1374	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
AGEJDLBK_00007	CDS	615				putative protein
AGEJDLBK_00008	CDS	1113	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
AGEJDLBK_00009	CDS	1491	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
AGEJDLBK_00010	CDS	1389	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
AGEJDLBK_00011	CDS	1866	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
AGEJDLBK_00012	CDS	1524				hypothetical protein
AGEJDLBK_00013	CDS	639	lipB	2.3.1.181	COG0321	Octanoyltransferase
AGEJDLBK_00014	CDS	1053	lipA	2.8.1.8	COG0320	Lipoyl synthase
AGEJDLBK_00015	CDS	732				putative protein
AGEJDLBK_00016	CDS	297				hypothetical protein
AGEJDLBK_00017	CDS	1425	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
AGEJDLBK_00018	CDS	1470	mtr	1.8.1.15	COG1249	Mycothione reductase
AGEJDLBK_00019	CDS	3042	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
AGEJDLBK_00020	CDS	1359	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
AGEJDLBK_00021	CDS	204				hypothetical protein
AGEJDLBK_00022	CDS	1119	ald	1.4.1.1	COG0686	Alanine dehydrogenase
AGEJDLBK_00023	CDS	726	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
AGEJDLBK_00024	CDS	909	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 2
AGEJDLBK_00025	CDS	834	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
AGEJDLBK_00026	CDS	666				hypothetical protein
AGEJDLBK_00027	CDS	798				hypothetical protein
AGEJDLBK_00028	CDS	729				hypothetical protein
AGEJDLBK_00029	CDS	834			COG0327	GTP cyclohydrolase 1 type 2 
AGEJDLBK_00030	CDS	1542	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AGEJDLBK_00031	CDS	1056	bioB_1	2.8.1.6		Biotin synthase
AGEJDLBK_00032	CDS	1404	rutG		COG2233	Putative pyrimidine permease RutG
AGEJDLBK_00033	CDS	762				hypothetical protein
AGEJDLBK_00034	CDS	546	yceI		COG2353	Protein YceI
AGEJDLBK_00035	CDS	588				hypothetical protein
AGEJDLBK_00036	CDS	525				hypothetical protein
AGEJDLBK_00037	CDS	417				hypothetical protein
AGEJDLBK_00038	CDS	1296				hypothetical protein
AGEJDLBK_00039	CDS	714			COG1136	putative ABC transporter ATP-binding protein
AGEJDLBK_00040	CDS	1002				hypothetical protein
AGEJDLBK_00041	CDS	102				hypothetical protein
AGEJDLBK_00042	tRNA	75				tRNA-Val(tac)
AGEJDLBK_00043	CDS	492	tetR_1			Tetracycline repressor protein class A from transposon 1721
AGEJDLBK_00044	tRNA	77				tRNA-Pro(cgg)
AGEJDLBK_00045	CDS	345				hypothetical protein
AGEJDLBK_00046	CDS	600				hypothetical protein
AGEJDLBK_00047	CDS	429				hypothetical protein
AGEJDLBK_00048	CDS	477	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
AGEJDLBK_00049	CDS	1221	mgl_1	4.4.1.11	COG0626	L-methionine gamma-lyase
AGEJDLBK_00050	CDS	735	tipA_1			HTH-type transcriptional activator TipA
AGEJDLBK_00051	CDS	405			COG0537	putative HIT-like protein
AGEJDLBK_00052	CDS	471	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
AGEJDLBK_00053	CDS	444				putative protein
AGEJDLBK_00054	CDS	2763	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
AGEJDLBK_00055	CDS	1200			COG2508	putative protein
AGEJDLBK_00056	CDS	906	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
AGEJDLBK_00057	CDS	1002	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
AGEJDLBK_00058	CDS	252	acpP			Acyl carrier protein
AGEJDLBK_00059	CDS	1245	fabF_1	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
AGEJDLBK_00060	CDS	498				hypothetical protein
AGEJDLBK_00061	CDS	531				hypothetical protein
AGEJDLBK_00062	CDS	501		2.3.1.-	COG0454	putative N-acetyltransferase
AGEJDLBK_00063	tRNA	77				tRNA-Met(cat)
AGEJDLBK_00064	CDS	1302				hypothetical protein
AGEJDLBK_00065	CDS	1479	stp_1			Multidrug resistance protein Stp
AGEJDLBK_00066	CDS	1053	luxA_1	1.14.14.3		Alkanal monooxygenase alpha chain
AGEJDLBK_00067	tRNA	74				tRNA-Asn(gtt)
AGEJDLBK_00068	CDS	912				hypothetical protein
