locus_tag	ftype	length_bp	gene	EC_number	COG	product
AGDBFNGI_00001	tRNA	75				tRNA-Met(cat)
AGDBFNGI_00002	CDS	549				hypothetical protein
AGDBFNGI_00003	CDS	1272	dapC	2.6.1.17		putative N-succinyldiaminopimelate aminotransferase DapC
AGDBFNGI_00004	CDS	807	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
AGDBFNGI_00005	CDS	1032	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
AGDBFNGI_00006	CDS	1323	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
AGDBFNGI_00007	CDS	498				hypothetical protein
AGDBFNGI_00008	CDS	657	sigR		COG1595	ECF RNA polymerase sigma factor SigR
AGDBFNGI_00009	CDS	273	rshA			Anti-sigma factor RshA
AGDBFNGI_00010	CDS	615				hypothetical protein
AGDBFNGI_00011	CDS	3762	kgd	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
AGDBFNGI_00012	CDS	1458	guaB1	1.-.-.-	COG0516	putative oxidoreductase
AGDBFNGI_00013	CDS	1329				hypothetical protein
AGDBFNGI_00014	CDS	1041			COG1253	putative protein
AGDBFNGI_00015	CDS	1038	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
AGDBFNGI_00016	tRNA	76				tRNA-Arg(ccg)
AGDBFNGI_00017	CDS	825	bceA		COG1136	Bacitracin export ATP-binding protein BceA
AGDBFNGI_00018	CDS	2550	ytrF_1		COG0577	ABC transporter permease YtrF
AGDBFNGI_00019	CDS	1176	yycB_1		COG2807	putative transporter YycB
AGDBFNGI_00020	CDS	903	argS_1	6.1.1.19	COG0018	Arginine--tRNA ligase
AGDBFNGI_00021	CDS	1437	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
AGDBFNGI_00022	CDS	1308	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
AGDBFNGI_00023	CDS	1089	thrC	4.2.3.1	COG0498	Threonine synthase
AGDBFNGI_00024	CDS	909	thrB_1	2.7.1.39	COG0083	Homoserine kinase
AGDBFNGI_00025	CDS	96				hypothetical protein
AGDBFNGI_00026	CDS	1155	rho	3.6.4.-		Transcription termination factor Rho
AGDBFNGI_00027	CDS	1080	prfA		COG0216	Peptide chain release factor 1
AGDBFNGI_00028	CDS	879	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
AGDBFNGI_00029	CDS	651		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
AGDBFNGI_00030	CDS	1110	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
AGDBFNGI_00031	CDS	447				hypothetical protein
AGDBFNGI_00032	CDS	813	atpB		COG0356	ATP synthase subunit a
AGDBFNGI_00033	CDS	228	atpE			ATP synthase subunit c
AGDBFNGI_00034	CDS	552	atpF		COG0711	ATP synthase subunit b
AGDBFNGI_00035	CDS	807	atpH			ATP synthase subunit delta
AGDBFNGI_00036	CDS	1635	atpA	3.6.3.14		ATP synthase subunit alpha
AGDBFNGI_00037	CDS	933	atpG			ATP synthase gamma chain
AGDBFNGI_00038	CDS	1449	atpD	3.6.3.14		ATP synthase subunit beta
AGDBFNGI_00039	CDS	261	atpC		COG0355	ATP synthase epsilon chain
AGDBFNGI_00040	CDS	528				hypothetical protein
AGDBFNGI_00041	CDS	1314	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
AGDBFNGI_00042	CDS	696	nucS	3.1.-.-	COG1637	Endonuclease NucS
AGDBFNGI_00043	CDS	297				putative protein
AGDBFNGI_00044	CDS	132				hypothetical protein
AGDBFNGI_00045	CDS	1587				hypothetical protein
AGDBFNGI_00046	CDS	1191		2.3.1.9	COG0183	putative acetyl-CoA acetyltransferase
AGDBFNGI_00047	CDS	315				hypothetical protein
AGDBFNGI_00048	CDS	207				hypothetical protein
AGDBFNGI_00049	tRNA	75				tRNA-Arg(tct)
AGDBFNGI_00050	CDS	1698				hypothetical protein
AGDBFNGI_00051	CDS	1581	era_1			GTPase Era
AGDBFNGI_00052	CDS	600	ssb_1		COG0629	Single-stranded DNA-binding protein
AGDBFNGI_00053	CDS	726				hypothetical protein
AGDBFNGI_00054	CDS	1683	ettA		COG0488	Energy-dependent translational throttle protein EttA
AGDBFNGI_00055	CDS	258				hypothetical protein
AGDBFNGI_00056	CDS	909	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
AGDBFNGI_00057	CDS	552				hypothetical protein
AGDBFNGI_00058	CDS	675				hypothetical protein
AGDBFNGI_00059	CDS	402	glbO		COG2346	Group 2 truncated hemoglobin GlbO
AGDBFNGI_00060	CDS	1119	ykuT		COG0668	putative MscS family protein YkuT
AGDBFNGI_00061	CDS	2655	pepN_1	3.4.11.2		Aminopeptidase N
AGDBFNGI_00062	CDS	606				Thioredoxin-like reductase
